"Termos","Freq","Documento","IES"
"class",1,6,3
"classic",1,6,3
"classif",3,6,3
"classifi",2,6,3
"control",1,6,3
"criterion",1,6,3
"damag",1,6,3
"data",5,6,3
"diseas",5,6,3
"distribut",1,6,3
"done",1,6,3
"due",1,6,3
"elabor",1,6,3
"establish",1,6,3
"eti",1,6,3
"evalu",2,6,3
"excess",3,6,3
"extens",2,6,3
"fit",3,6,3
"follow",1,6,3
"gamlss",1,6,3
"gener",2,6,3
"genet",1,6,3
"glm",1,6,3
"great",1,6,3
"group",1,6,3
"harvest",1,6,3
"improv",1,6,3
"incid",2,6,3
"inflat",2,6,3
"inform",1,6,3
"keyword",1,6,3
"likelihood",1,6,3
"linear",3,6,3
"long",1,6,3
"main",1,6,3
"mainli",1,6,3
"methodologi",2,6,3
"model",9,6,3
"mosaic",5,6,3
"much",1,6,3
"natur",2,6,3
"necessari",1,6,3
"nest",1,6,3
"normal",1,6,3
"object",1,6,3
"overdispers",4,6,3
"packag",2,6,3
"pathologi",1,6,3
"perform",2,6,3
"plant",3,6,3
"pre",1,6,3
"present",1,6,3
"problem",1,6,3
"product",1,6,3
"program",1,6,3
"proport",3,6,3
"prove",1,6,3
"quasi",2,6,3
"ratio",1,6,3
"refer",2,6,3
"repres",1,6,3
"resist",2,6,3
"result",2,6,3
"satisfactori",1,6,3
"screen",1,6,3
"select",1,6,3
"smut",5,6,3
"softwar",1,6,3
"standard",1,6,3
"success",1,6,3
"sugarcan",3,6,3
"suscept",3,6,3
"symptomat",2,6,3
"term",1,6,3
"thu",1,6,3
"trial",3,6,3
"two",2,6,3
"vari",1,6,3
"varieti",9,6,3
"within",1,6,3
"work",1,6,3
"world",1,6,3
"zero",5,6,3
"accuraci",1,7,3
"analyz",1,7,3
"appar",1,7,3
"base",1,7,3
"bootstrap",2,7,3
"buishand",1,7,3
"chain",1,7,3
"class",1,7,3
"classifi",1,7,3
"clear",1,7,3
"climatolog",2,7,3
"compar",2,7,3
"comparison",2,7,3
"consid",1,7,3
"contain",1,7,3
"convent",1,7,3
"data",6,7,3
"differ",2,7,3
"done",1,7,3
"equat",1,7,3
"error",2,7,3
"esalq",2,7,3
"fill",1,7,3
"forest",2,7,3
"frequent",1,7,3
"gener",1,7,3
"higher",1,7,3
"homogen",6,7,3
"imput",7,7,3
"index",4,7,3
"inform",5,7,3
"intens",5,7,3
"keyword",1,7,3
"knowledg",1,7,3
"lack",1,7,3
"linear",2,7,3
"match",1,7,3
"mean",3,7,3
"meteorolog",1,7,3
"method",8,7,3
"mice",2,7,3
"miss",7,7,3
"multipl",2,7,3
"multivari",1,7,3
"normal",1,7,3
"object",1,7,3
"observ",1,7,3
"occurr",1,7,3
"packag",1,7,3
"particular",1,7,3
"perform",2,7,3
"pettitt",1,7,3
"pmm",3,7,3
"predict",1,7,3
"problem",1,7,3
"procedur",1,7,3
"rainfal",4,7,3
"random",3,7,3
"regress",2,7,3
"result",1,7,3
"root",2,7,3
"sampl",3,7,3
"seri",4,7,3
"sign",1,7,3
"smaller",1,7,3
"squar",2,7,3
"standard",1,7,3
"station",1,7,3
"statist",1,7,3
"terribl",1,7,3
"test",2,7,3
"three",4,7,3
"understood",1,7,3
"valu",1,7,3
"via",1,7,3
"wai",1,7,3
"willmott",1,7,3
"work",1,7,3
"accord",1,8,3
"addit",2,8,3
"alloc",1,8,3
"allow",2,8,3
"also",1,8,3
"appli",1,8,3
"assum",1,8,3
"best",1,8,3
"better",2,8,3
"block",3,8,3
"case",6,8,3
"column",2,8,3
"common",1,8,3
"compar",3,8,3
"comparison",1,8,3
"complet",3,8,3
"conclud",2,8,3
"consid",1,8,3
"contrast",1,8,3
"control",4,8,3
"correl",6,8,3
"criterion",1,8,3
"crop",1,8,3
"cultur",1,8,3
"data",1,8,3
"design",12,8,3
"determin",1,8,3
"diagon",1,8,3
"differ",2,8,3
"error",1,8,3
"establish",1,8,3
"estim",1,8,3
"evalu",2,8,3
"experi",3,8,3
"experiment",1,8,3
"factori",1,8,3
"field",1,8,3
"first",2,8,3
"furthermor",1,8,3
"greenhous",2,8,3
"help",1,8,3
"iii",1,8,3
"infer",1,8,3
"inform",4,8,3
"instal",1,8,3
"interest",1,8,3
"invers",1,8,3
"involv",1,8,3
"keyword",1,8,3
"mai",2,8,3
"matrix",2,8,3
"mean",2,8,3
"measur",1,8,3
"microorgan",1,8,3
"mix",3,8,3
"model",4,8,3
"motiv",1,8,3
"much",2,8,3
"need",2,8,3
"neg",2,8,3
"nematod",4,8,3
"next",2,8,3
"non",1,8,3
"observ",2,8,3
"obtain",1,8,3
"optim",5,8,3
"pair",1,8,3
"parcel",1,8,3
"plot",2,8,3
"point",1,8,3
"possibl",3,8,3
"practic",1,8,3
"presenc",1,8,3
"present",5,8,3
"random",5,8,3
"rang",1,8,3
"real",1,8,3
"repetit",1,8,3
"residu",1,8,3
"result",3,8,3
"scheme",1,8,3
"second",2,8,3
"segment",1,8,3
"set",1,8,3
"show",1,8,3
"simpl",1,8,3
"soybean",1,8,3
"space",1,8,3
"spatial",1,8,3
"studi",1,8,3
"systemat",1,8,3
"test",3,8,3
"thu",2,8,3
"trace",1,8,3
"treatment",8,8,3
"two",1,8,3
"type",1,8,3
"valu",2,8,3
"vari",1,8,3
"varianc",1,8,3
"vermiform",1,8,3
"view",1,8,3
"wai",1,8,3
"work",1,8,3
"worm",1,8,3
"agricultur",1,9,3
"allow",1,9,3
"analysi",2,9,3
"analyz",2,9,3
"applic",1,9,3
"assumpt",1,9,3
"avail",1,9,3
"base",2,9,3
"biolog",1,9,3
"com",2,9,3
"compar",1,9,3
"comput",1,9,3
"consid",1,9,3
"context",1,9,3
"contribut",1,9,3
"count",6,9,3
"covari",2,9,3
"crete",1,9,3
"data",6,9,3
"depend",1,9,3
"develop",2,9,3
"discret",2,9,3
"dispers",4,9,3
"dissert",1,9,3
"distribut",2,9,3
"doubl",1,9,3
"equal",1,9,3
"experiment",1,9,3
"explain",1,9,3
"explor",1,9,3
"extend",1,9,3
"forc",1,9,3
"gamma",1,9,3
"gau",1,9,3
"gener",1,9,3
"github",1,9,3
"heavi",1,9,3
"howev",1,9,3
"implaus",1,9,3
"index",1,9,3
"infer",1,9,3
"inflat",1,9,3
"integ",1,9,3
"intend",1,9,3
"keyword",1,9,3
"likelihood",1,9,3
"linear",1,9,3
"mai",1,9,3
"mani",2,9,3
"mass",1,9,3
"mean",2,9,3
"method",1,9,3
"model",7,9,3
"motiv",1,9,3
"name",1,9,3
"natur",1,9,3
"nonneg",1,9,3
"novel",1,9,3
"number",1,9,3
"organ",1,9,3
"overdi",1,9,3
"packag",1,9,3
"parametr",1,9,3
"persion",1,9,3
"place",1,9,3
"poisson",6,9,3
"probabl",2,9,3
"propos",1,9,3
"realist",1,9,3
"regress",2,9,3
"respons",2,9,3
"result",1,9,3
"review",1,9,3
"routin",1,9,3
"set",3,9,3
"sian",1,9,3
"standard",1,9,3
"statist",1,9,3
"tail",1,9,3
"term",1,9,3
"togeth",1,9,3
"tweedi",1,9,3
"two",1,9,3
"underdispers",1,9,3
"unlik",1,9,3
"valu",1,9,3
"vari",1,9,3
"variabl",2,9,3
"varianc",1,9,3
"weibul",1,9,3
"well",1,9,3
"wish",1,9,3
"work",1,9,3
"zero",1,9,3
"agricultur",1,10,3
"aic",1,10,3
"akaik",1,10,3
"also",1,10,3
"altern",3,10,3
"alwai",1,10,3
"analysi",2,10,3
"analyz",1,10,3
"area",1,10,3
"assumpt",1,10,3
"best",1,10,3
"better",1,10,3
"binomi",2,10,3
"case",3,10,3
"categor",3,10,3
"chapter",2,10,3
"com",1,10,3
"common",1,10,3
"compar",1,10,3
"count",4,10,3
"criterion",1,10,3
"data",6,10,3
"differ",1,10,3
"dirichlet",2,10,3
"discret",1,10,3
"distribut",8,10,3
"due",1,10,3
"entomolog",1,10,3
"entomologi",1,10,3
"envelop",1,10,3
"equidispers",1,10,3
"estim",2,10,3
"evalu",3,10,3
"experi",1,10,3
"field",1,10,3
"first",1,10,3
"fit",5,10,3
"found",1,10,3
"gener",1,10,3
"half",1,10,3
"hierarch",1,10,3
"inform",1,10,3
"keyword",1,10,3
"knowledg",1,10,3
"likelihood",1,10,3
"linear",1,10,3
"mai",1,10,3
"make",1,10,3
"maximum",1,10,3
"mean",1,10,3
"mixtur",2,10,3
"mle",1,10,3
"model",8,10,3
"mostli",1,10,3
"motiv",1,10,3
"multinomi",4,10,3
"necessari",1,10,3
"neg",3,10,3
"normal",1,10,3
"numer",1,10,3
"paramet",1,10,3
"plot",1,10,3
"poisson",6,10,3
"polytom",1,10,3
"possibl",1,10,3
"practic",2,10,3
"presen",1,10,3
"present",2,10,3
"quasi",2,10,3
"result",1,10,3
"satil",1,10,3
"satisfi",1,10,3
"scienc",1,10,3
"second",1,10,3
"sever",1,10,3
"simul",1,10,3
"stage",1,10,3
"statist",1,10,3
"studi",1,10,3
"ted",1,10,3
"tradit",1,10,3
"tweedi",1,10,3
"two",1,10,3
"usual",1,10,3
"varianc",1,10,3
"ver",1,10,3
"well",1,10,3
"work",1,10,3
"addit",1,11,3
"area",2,11,3
"assertivi",1,11,3
"avail",1,11,3
"averag",1,11,3
"breed",2,11,3
"case",1,11,3
"characterist",1,11,3
"conclud",1,11,3
"correct",1,11,3
"correla",1,11,3
"criteria",1,11,3
"data",1,11,3
"design",6,11,3
"desir",1,11,3
"differ",2,11,3
"distinct",1,11,3
"earli",1,11,3
"effici",1,11,3
"evalu",1,11,3
"evid",1,11,3
"experi",1,11,3
"experiment",2,11,3
"fix",1,11,3
"gain",3,11,3
"genet",4,11,3
"given",1,11,3
"goal",1,11,3
"grid",2,11,3
"impli",1,11,3
"inform",1,11,3
"keyword",1,11,3
"larg",1,11,3
"limit",1,11,3
"line",5,11,3
"main",1,11,3
"materi",1,11,3
"much",1,11,3
"necessari",1,11,3
"new",1,11,3
"number",2,11,3
"obtain",1,11,3
"optim",1,11,3
"optimum",1,11,3
"order",1,11,3
"partial",2,11,3
"percentag",3,11,3
"period",1,11,3
"plant",1,11,3
"plot",2,11,3
"possibl",1,11,3
"practic",1,11,3
"present",1,11,3
"program",2,11,3
"qualiti",1,11,3
"relat",1,11,3
"replic",5,11,3
"result",2,11,3
"scenario",1,11,3
"select",4,11,3
"sens",1,11,3
"sever",1,11,3
"short",1,11,3
"simul",2,11,3
"size",1,11,3
"small",1,11,3
"stage",1,11,3
"standard",1,11,3
"studi",4,11,3
"sucarcan",1,11,3
"sugarcan",1,11,3
"term",1,11,3
"test",5,11,3
"time",1,11,3
"tion",1,11,3
"treatment",2,11,3
"type",1,11,3
"varieti",2,11,3
"whether",1,11,3
"accuraci",1,12,3
"action",1,12,3
"addit",1,12,3
"algorithm",7,12,3
"allow",1,12,3
"although",1,12,3
"analysi",2,12,3
"anova",1,12,3
"applic",1,12,3
"area",1,12,3
"articl",1,12,3
"assert",1,12,3
"avail",2,12,3
"balanc",1,12,3
"base",3,12,3
"bay",3,12,3
"best",1,12,3
"better",1,12,3
"bibliograph",3,12,3
"billion",1,12,3
"capabl",1,12,3
"captur",1,12,3
"card",6,12,3
"carri",1,12,3
"cart",1,12,3
"caus",1,12,3
"chanism",1,12,3
"classif",2,12,3
"com",1,12,3
"compani",1,12,3
"confirm",1,12,3
"consid",3,12,3
"consist",1,12,3
"costli",1,12,3
"credit",6,12,3
"custom",1,12,3
"data",2,12,3
"detect",1,12,3
"discrimin",1,12,3
"dollar",1,12,3
"drawn",1,12,3
"effect",1,12,3
"exclus",1,12,3
"explor",1,12,3
"fals",2,12,3
"financi",1,12,3
"follow",1,12,3
"forest",4,12,3
"fraud",6,12,3
"fraudul",1,12,3
"good",1,12,3
"group",1,12,3
"guid",1,12,3
"howev",1,12,3
"illeg",2,12,3
"implic",1,12,3
"import",1,12,3
"insur",1,12,3
"intang",1,12,3
"kaggl",1,12,3
"keyword",1,12,3
"learn",5,12,3
"least",1,12,3
"linear",1,12,3
"logarithm",1,12,3
"logist",3,12,3
"look",1,12,3
"machin",6,12,3
"main",2,12,3
"manova",1,12,3
"mean",1,12,3
"mechan",2,12,3
"method",3,12,3
"model",1,12,3
"move",2,12,3
"movement",1,12,3
"multilay",2,12,3
"naiv",3,12,3
"neg",1,12,3
"network",1,12,3
"neural",1,12,3
"observ",2,12,3
"obtain",1,12,3
"offer",1,12,3
"often",1,12,3
"pani",1,12,3
"partial",1,12,3
"perceptron",2,12,3
"perform",3,12,3
"period",1,12,3
"platform",1,12,3
"portal",1,12,3
"posit",1,12,3
"potenti",2,12,3
"progress",1,12,3
"publish",1,12,3
"quadrat",1,12,3
"random",5,12,3
"rate",2,12,3
"reduc",1,12,3
"regress",4,12,3
"respect",1,12,3
"respons",1,12,3
"result",2,12,3
"review",4,12,3
"said",1,12,3
"sampl",2,12,3
"scienc",1,12,3
"sens",1,12,3
"set",2,12,3
"seven",1,12,3
"show",1,12,3
"situat",2,12,3
"sought",1,12,3
"squar",1,12,3
"stati",1,12,3
"statist",6,12,3
"submit",1,12,3
"subset",1,12,3
"support",1,12,3
"synergist",1,12,3
"systemat",2,12,3
"talk",1,12,3
"tangibl",1,12,3
"tical",1,12,3
"togeth",1,12,3
"tool",1,12,3
"tradition",1,12,3
"tree",1,12,3
"two",2,12,3
"type",1,12,3
"vector",1,12,3
"wai",1,12,3
"web",1,12,3
"work",3,12,3
"year",1,12,3
"acceler",1,13,3
"adapt",4,13,3
"addit",1,13,3
"advis",1,13,3
"aim",1,13,3
"allow",2,13,3
"ammi",3,13,3
"analysi",2,13,3
"analyz",2,13,3
"appli",1,13,3
"applic",1,13,3
"arrai",1,13,3
"assess",1,13,3
"associ",1,13,3
"attribut",6,13,3
"averag",1,13,3
"bean",2,13,3
"block",1,13,3
"breed",1,13,3
"carioca",2,13,3
"case",1,13,3
"conclus",1,13,3
"darken",3,13,3
"data",2,13,3
"deal",1,13,3
"design",1,13,3
"differ",1,13,3
"effect",1,13,3
"effici",1,13,3
"eight",1,13,3
"environ",7,13,3
"evalu",3,13,3
"experi",2,13,3
"gener",1,13,3
"genet",1,13,3
"genoti",1,13,3
"genotyp",8,13,3
"global",2,13,3
"grain",2,13,3
"high",3,13,3
"highlight",1,13,3
"identif",1,13,3
"improv",1,13,3
"indic",2,13,3
"instal",1,13,3
"interac",1,13,3
"interact",4,13,3
"joint",1,13,3
"keyword",1,13,3
"light",3,13,3
"main",1,13,3
"method",4,13,3
"methodologi",2,13,3
"model",6,13,3
"multi",3,13,3
"multipl",1,13,3
"multiwai",1,13,3
"nineteen",1,13,3
"object",1,13,3
"paulo",1,13,3
"plant",1,13,3
"plot",1,13,3
"present",2,13,3
"procrust",2,13,3
"random",1,13,3
"relat",1,13,3
"respons",1,13,3
"result",1,13,3
"review",1,13,3
"são",1,13,3
"set",1,13,3
"six",1,13,3
"specif",2,13,3
"stabil",3,13,3
"state",1,13,3
"studi",3,13,3
"three",2,13,3
"tion",1,13,3
"tucker",3,13,3
"tural",1,13,3
"valu",3,13,3
"variabl",1,13,3
"wai",1,13,3
"wide",1,13,3
"work",1,13,3
"adequ",1,14,3
"adjust",3,14,3
"advantag",1,14,3
"agricultur",1,14,3
"analysi",1,14,3
"approach",2,14,3
"averag",1,14,3
"bayesian",1,14,3
"behavior",1,14,3
"bia",1,14,3
"bic",1,14,3
"bivari",2,14,3
"calv",2,14,3
"classic",2,14,3
"colleg",1,14,3
"compar",3,14,3
"comparison",1,14,3
"complex",1,14,3
"comput",1,14,3
"condit",1,14,3
"confound",4,14,3
"consid",1,14,3
"consumpt",3,14,3
"correl",3,14,3
"criterion",1,14,3
"dairi",1,14,3
"data",2,14,3
"develop",1,14,3
"diagnosi",4,14,3
"diet",1,14,3
"differ",1,14,3
"effect",1,14,3
"eight",1,14,3
"evalu",1,14,3
"experi",1,14,3
"experiment",1,14,3
"explain",1,14,3
"factor",2,14,3
"first",1,14,3
"hierarch",1,14,3
"holstein",1,14,3
"imbal",1,14,3
"increas",1,14,3
"influenc",1,14,3
"inform",2,14,3
"keyword",1,14,3
"last",1,14,3
"least",4,14,3
"librari",1,14,3
"likelihood",1,14,3
"linear",3,14,3
"longitudin",2,14,3
"lower",1,14,3
"luiz",1,14,3
"mani",1,14,3
"margin",1,14,3
"measur",1,14,3
"mix",5,14,3
"model",15,14,3
"moment",1,14,3
"nest",2,14,3
"number",1,14,3
"object",1,14,3
"observ",1,14,3
"perform",2,14,3
"present",2,14,3
"program",1,14,3
"prove",1,14,3
"queiroz",1,14,3
"ratio",1,14,3
"regress",2,14,3
"replac",1,14,3
"residu",6,14,3
"respons",3,14,3
"scenario",1,14,3
"select",2,14,3
"sever",1,14,3
"simultan",1,14,3
"sinc",1,14,3
"solid",3,14,3
"strong",1,14,3
"student",1,14,3
"submit",1,14,3
"suggest",1,14,3
"test",1,14,3
"three",1,14,3
"time",2,14,3
"total",2,14,3
"treatment",1,14,3
"two",2,14,3
"unit",1,14,3
"univari",2,14,3
"variabl",2,14,3
"week",1,14,3
"weight",3,14,3
"work",1,14,3
"advanc",1,15,3
"among",1,15,3
"analysi",3,15,3
"anthracnos",3,15,3
"approach",1,15,3
"appropri",1,15,3
"bayesian",2,15,3
"belong",1,15,3
"beta",2,15,3
"blish",1,15,3
"can",6,15,3
"carri",1,15,3
"caus",2,15,3
"colletotrichum",2,15,3
"compar",1,15,3
"complement",1,15,3
"compromis",1,15,3
"conclus",1,15,3
"consid",4,15,3
"conti",1,15,3
"cribari",1,15,3
"crop",1,15,3
"data",4,15,3
"depend",1,15,3
"describ",1,15,3
"develop",1,15,3
"differ",4,15,3
"diseas",2,15,3
"distribut",2,15,3
"economi",1,15,3
"effect",2,15,3
"entir",2,15,3
"experi",2,15,3
"factor",1,15,3
"farm",1,15,3
"fix",2,15,3
"follow",1,15,3
"fungi",1,15,3
"fungu",2,15,3
"genet",3,15,3
"group",3,15,3
"howev",2,15,3
"illustr",1,15,3
"implement",1,15,3
"import",1,15,3
"index",1,15,3
"influenc",1,15,3
"interest",1,15,3
"interfac",1,15,3
"keyword",1,15,3
"lead",1,15,3
"level",1,15,3
"like",1,15,3
"log",2,15,3
"logit",1,15,3
"mcmc",1,15,3
"methodologi",2,15,3
"mistakenli",1,15,3
"mix",1,15,3
"model",1,15,3
"neto",1,15,3
"normal",1,15,3
"nuou",1,15,3
"often",1,15,3
"other",1,15,3
"pathogen",1,15,3
"plant",1,15,3
"present",1,15,3
"probit",1,15,3
"product",2,15,3
"propos",1,15,3
"random",3,15,3
"rate",1,15,3
"reach",1,15,3
"real",1,15,3
"regard",1,15,3
"research",1,15,3
"reveal",1,15,3
"rstan",1,15,3
"set",1,15,3
"sever",6,15,3
"soi",1,15,3
"soybean",4,15,3
"stan",1,15,3
"statist",1,15,3
"strain",6,15,3
"suscept",1,15,3
"team",1,15,3
"transform",1,15,3
"truncatum",2,15,3
"two",1,15,3
"type",1,15,3
"unpu",1,15,3
"usual",1,15,3
"variabl",1,15,3
"variou",1,15,3
"world",1,15,3
"zeilei",1,15,3
"abil",1,16,3
"account",1,16,3
"adapt",1,16,3
"adequ",1,16,3
"adjust",1,16,3
"alreadi",1,16,3
"altern",1,16,3
"among",1,16,3
"analysi",4,16,3
"appli",1,16,3
"applic",2,16,3
"appropri",1,16,3
"attent",1,16,3
"benefit",1,16,3
"better",2,16,3
"came",1,16,3
"captiv",1,16,3
"censor",1,16,3
"censorship",1,16,3
"compar",1,16,3
"compris",1,16,3
"conclus",1,16,3
"corallinu",3,16,3
"data",8,16,3
"defin",1,16,3
"develop",1,16,3
"didn",1,16,3
"differ",1,16,3
"dissert",1,16,3
"distribu",1,16,3
"distribut",6,16,3
"due",2,16,3
"easi",1,16,3
"event",2,16,3
"exist",1,16,3
"explicit",1,16,3
"exponenti",2,16,3
"fail",1,16,3
"famili",2,16,3
"fit",1,16,3
"function",1,16,3
"gama",1,16,3
"gamma",3,16,3
"gener",6,16,3
"harbor",1,16,3
"heavili",1,16,3
"hold",1,16,3
"intend",2,16,3
"interest",1,16,3
"just",2,16,3
"keyword",1,16,3
"lifetim",3,16,3
"literatur",2,16,3
"log",6,16,3
"logist",6,16,3
"micruru",3,16,3
"model",17,16,3
"moment",1,16,3
"need",1,16,3
"new",1,16,3
"nonetheless",1,16,3
"occurr",1,16,3
"odd",2,16,3
"offer",2,16,3
"ollg",2,16,3
"other",1,16,3
"paramet",1,16,3
"peculiar",1,16,3
"propos",1,16,3
"purpos",1,16,3
"real",1,16,3
"realiz",1,16,3
"recurr",2,16,3
"regr",1,16,3
"regress",7,16,3
"respect",1,16,3
"respons",1,16,3
"restricti",1,16,3
"retain",1,16,3
"seen",1,16,3
"set",1,16,3
"shape",1,16,3
"sion",1,16,3
"special",1,16,3
"still",1,16,3
"surviv",5,16,3
"techniqu",1,16,3
"three",1,16,3
"ting",1,16,3
"tion",1,16,3
"usual",1,16,3
"util",1,16,3
"variabl",1,16,3
"view",1,16,3
"weibul",5,16,3
"adapt",1,17,3
"addit",1,17,3
"adequ",1,17,3
"adjust",1,17,3
"agrarian",1,17,3
"agricultur",1,17,3
"agronom",1,17,3
"aim",1,17,3
"altern",1,17,3
"analyz",2,17,3
"área",1,17,3
"associ",1,17,3
"assum",1,17,3
"assumpt",1,17,3
"can",1,17,3
"categor",1,17,3
"character",1,17,3
"characterist",1,17,3
"class",1,17,3
"close",1,17,3
"common",1,17,3
"compar",1,17,3
"complet",1,17,3
"context",1,17,3
"cross",1,17,3
"data",3,17,3
"design",1,17,3
"despit",1,17,3
"dirichlet",4,17,3
"dispers",1,17,3
"emphas",1,17,3
"evalu",2,17,3
"exampl",1,17,3
"expect",1,17,3
"experi",1,17,3
"extens",1,17,3
"fact",3,17,3
"fruit",1,17,3
"function",1,17,3
"gener",3,17,3
"grow",1,17,3
"half",1,17,3
"howev",1,17,3
"index",2,17,3
"indic",1,17,3
"introduct",1,17,3
"keyword",1,17,3
"known",1,17,3
"larger",1,17,3
"likelihood",1,17,3
"logit",3,17,3
"maximum",1,17,3
"mean",1,17,3
"methodolog",1,17,3
"model",11,17,3
"motiv",1,17,3
"multinomi",4,17,3
"natur",1,17,3
"nomin",2,17,3
"normal",1,17,3
"obtain",1,17,3
"ordin",1,17,3
"overdipers",1,17,3
"overdispers",5,17,3
"perform",1,17,3
"phenomenon",1,17,3
"plan",1,17,3
"plot",1,17,3
"polymorph",1,17,3
"polytom",2,17,3
"present",2,17,3
"problem",3,17,3
"propos",1,17,3
"prove",1,17,3
"random",1,17,3
"relat",1,17,3
"result",1,17,3
"satisfactori",1,17,3
"scienc",1,17,3
"section",1,17,3
"select",1,17,3
"show",1,17,3
"simul",1,17,3
"specifi",1,17,3
"studi",3,17,3
"two",2,17,3
"variabl",1,17,3
"varianc",2,17,3
"work",2,17,3
"zootechn",1,17,3
"accur",1,18,3
"affect",1,18,3
"aforement",1,18,3
"air",1,18,3
"algorithm",1,18,3
"american",3,18,3
"among",1,18,3
"anim",1,18,3
"answer",1,18,3
"audienc",1,18,3
"ball",2,18,3
"base",4,18,3
"big",1,18,3
"calcul",3,18,3
"can",3,18,3
"complet",8,18,3
"condit",2,18,3
"countri",1,18,3
"creat",1,18,3
"data",1,18,3
"defend",1,18,3
"develop",1,18,3
"dissert",1,18,3
"distanc",2,18,3
"either",1,18,3
"empir",1,18,3
"equal",1,18,3
"essenti",1,18,3
"everi",1,18,3
"factor",1,18,3
"final",1,18,3
"firstli",1,18,3
"footbal",5,18,3
"forest",3,18,3
"format",1,18,3
"frame",4,18,3
"game",1,18,3
"gener",1,18,3
"grow",1,18,3
"increasingli",1,18,3
"keyword",1,18,3
"know",1,18,3
"law",1,18,3
"leagu",3,18,3
"learn",2,18,3
"like",1,18,3
"machin",2,18,3
"mani",3,18,3
"margin",1,18,3
"match",1,18,3
"matter",1,18,3
"measur",1,18,3
"model",2,18,3
"nation",2,18,3
"nearest",1,18,3
"nfl",4,18,3
"obtain",1,18,3
"offens",3,18,3
"other",1,18,3
"pass",11,18,3
"passer",1,18,3
"plai",3,18,3
"player",2,18,3
"popular",1,18,3
"possibl",1,18,3
"predict",4,18,3
"predictor",1,18,3
"present",1,18,3
"probabl",10,18,3
"procedur",1,18,3
"question",1,18,3
"random",3,18,3
"receiv",2,18,3
"run",1,18,3
"score",1,18,3
"season",1,18,3
"select",1,18,3
"separ",1,18,3
"show",1,18,3
"softwar",1,18,3
"sport",1,18,3
"stage",1,18,3
"state",1,18,3
"target",4,18,3
"total",1,18,3
"two",1,18,3
"unit",1,18,3
"watch",1,18,3
"will",1,18,3
"world",2,18,3
"affect",1,19,3
"akaik",1,19,3
"algorithm",2,19,3
"alter",1,19,3
"appli",1,19,3
"associ",1,19,3
"base",1,19,3
"best",2,19,3
"better",1,19,3
"blind",1,19,3
"breed",1,19,3
"choos",3,19,3
"criterion",1,19,3
"curv",2,19,3
"data",1,19,3
"degre",2,19,3
"determin",1,19,3
"differ",1,19,3
"empir",1,19,3
"femal",1,19,3
"fit",2,19,3
"free",4,19,3
"freeknotsplin",1,19,3
"gold",1,19,3
"good",1,19,3
"growth",4,19,3
"hereford",1,19,3
"inform",1,19,3
"keyword",1,19,3
"knot",9,19,3
"let",1,19,3
"locat",3,19,3
"mai",1,19,3
"methodologi",1,19,3
"model",7,19,3
"multiphas",4,19,3
"nativ",1,19,3
"nonlinear",1,19,3
"number",3,19,3
"packag",1,19,3
"perform",1,19,3
"polynomi",2,19,3
"posit",2,19,3
"present",1,19,3
"propos",2,19,3
"regress",4,19,3
"relat",1,19,3
"respect",1,19,3
"search",2,19,3
"section",1,19,3
"simul",2,19,3
"softwar",1,19,3
"spline",5,19,3
"studi",3,19,3
"understand",1,19,3
"wai",1,19,3
"will",1,19,3
"work",1,19,3
"act",1,20,3
"advanc",1,20,3
"aim",1,20,3
"altern",1,20,3
"analysi",1,20,3
"analyz",3,20,3
"app",1,20,3
"applic",4,20,3
"assimil",1,20,3
"brought",1,20,3
"can",2,20,3
"carri",1,20,3
"chang",2,20,3
"character",1,20,3
"code",1,20,3
"comput",2,20,3
"concept",1,20,3
"data",4,20,3
"descript",1,20,3
"done",1,20,3
"dynam",4,20,3
"easi",1,20,3
"easier",1,20,3
"enabl",2,20,3
"environ",2,20,3
"explor",3,20,3
"familiar",1,20,3
"fit",2,20,3
"friendli",1,20,3
"gener",4,20,3
"give",1,20,3
"graphic",2,20,3
"interact",5,20,3
"interfac",1,20,3
"investig",1,20,3
"involv",1,20,3
"keyword",1,20,3
"led",1,20,3
"limit",1,20,3
"line",1,20,3
"linear",4,20,3
"longer",1,20,3
"made",1,20,3
"make",1,20,3
"method",1,20,3
"model",4,20,3
"packag",1,20,3
"perform",2,20,3
"platform",1,20,3
"present",2,20,3
"program",1,20,3
"propos",1,20,3
"purpos",1,20,3
"rang",1,20,3
"recent",1,20,3
"regard",1,20,3
"relat",1,20,3
"research",1,20,3
"shini",3,20,3
"singl",1,20,3
"static",1,20,3
"statist",2,20,3
"student",1,20,3
"studi",1,20,3
"subject",1,20,3
"support",1,20,3
"teach",2,20,3
"technolog",1,20,3
"tool",1,20,3
"type",1,20,3
"uncompl",1,20,3
"user",2,20,3
"visual",2,20,3
"wai",3,20,3
"wider",1,20,3
"without",1,20,3
"work",1,20,3
"accord",1,1,4
"actual",1,1,4
"ago",1,1,4
"also",1,1,4
"analysi",1,1,4
"applic",1,1,4
"area",1,1,4
"beta",1,1,4
"carlo",2,1,4
"case",1,1,4
"characterist",1,1,4
"coeffici",1,1,4
"context",1,1,4
"continu",3,1,4
"data",2,1,4
"demand",1,1,4
"distribut",5,1,4
"due",1,1,4
"enabl",1,1,4
"estim",1,1,4
"evalu",1,1,4
"extend",1,1,4
"ferrari",1,1,4
"form",1,1,4
"gain",1,1,4
"inflat",4,1,4
